ID,requirements_text,CTL,Pattern
688,"From the first titles of the news articles, the first lines are shown.",AG(newsTitles -> AF(showFirstLines)),Pattern 6.1: Response - Globally
689,Full news report is shown after choosing the corresponding news title.,AG(chooseNewsTitle(i) -> AF(showFullNewsReport(i))),Pattern 6.1: Response - Globally
690,"It is possible to ""like"" a certain news item.",AF(likeNewsItem),Pattern 2.1: Existence - Globally
691,"It is possible to ""tweet"" a certain news item.",AF(tweetNewsItem),Pattern 2.1: Existence - Globally
692,The administrator can modify the list of news RSS-feeds that are available in English.,AG(administrator -> AF(modifyEnglishRSSFeeds)),Pattern 6.1: Response - Globally
693,The administrator can modify the list of news RSS-feeds that are available in Dutch.,AG(administrator -> AF(modifyDutchRSSFeeds)),Pattern 6.1: Response - Globally
694,"When the agenda-app is started, upcoming events are shown on the title screen.",AG(appStart -> AF(showUpcomingEvents)),Pattern 6.1: Response - Globally
695,There is a calender view.,AF(calendarView),Pattern 2.1: Existence - Globally
696,It is possible to open calendar view.,AF(openCalendarView),Pattern 2.1: Existence - Globally
697,It is possible to close calendar view.,AF(closeCalendarView),Pattern 2.1: Existence - Globally
698,The user can change the calendar to a different month.,AG(calendarView -> AF(changeMonth)),Pattern 6.1: Response - Globally
699,The user is able to see on which days events take place in calendar view.,AG(calendarView -> AF(eventDayVisible)),Pattern 6.1: Response - Globally
700,The current day is indicated on the calendar.,AG(calendarView -> AF(currentDayIndicated)),Pattern 6.1: Response - Globally
701,"By selecting a certain day in the calendar, the events for that day are shown.",AG(calendarView & daySelected -> AF(eventsShown)),Pattern 6.1: Response - Globally
702,It is possible to search for events by date.,AF(searchEventsByDate),Pattern 2.1: Existence - Globally
703,It is possible to search for events by subject.,AF(searchEventsBySubject),Pattern 2.1: Existence - Globally
704,A search based on search by date or search by subject results in a displayed set of events that match the search input.,AG((searchEventsByDate | searchEventsBySubject) -> AF(matchingEventsDisplayed)),Pattern 6.1: Response - Globally
705,"It is possible to ""like"" a certain event.",AF(likeEvent),Pattern 2.1: Existence - Globally
706,"It is possible to ""tweet"" a certain event.",AF(tweetEvent),Pattern 2.1: Existence - Globally
707,The only events that are available in the agenda-app are extracted from the agenda RSS-feeds in the selected language.,AG(agendaApp -> AF(selectedLanguage & eventsFromRSSFeeds)),Pattern 6.1: Response - Globally
708,The administrator can modify the list of agenda RSS-feeds that are available in English.,AG(administrator -> AF(modifyEnglishRSSFeeds)),Pattern 6.1: Response - Globally
709,The administrator can modify the list of news RSS-feeds that are available in Dutch.,AG(administrator -> AF(modifyDutchRSSFeeds)),Pattern 6.1: Response - Globally
710,"When the agenda-app is started, upcoming events are shown on the title screen.",AG(agendaAppStarted -> AF(upcomingEventsShown)),Pattern 6.1: Response - Globally
711,It is possible to search a person by name.,AF(searchPersonByName),Pattern 2.1: Existence - Globally
712,It is possible to search a person by department.,AF(searchPersonByDepartment),Pattern 2.1: Existence - Globally
713,A search based on search by name or by department results in a displayed set of employees that match the search input.,AG((searchPersonByName | searchPersonByDepartment) -> AF(employeesDisplayed)),Pattern 6.1: Response - Globally
714,It is possible to view all personal info available through the employee pages of a person in the search result set.,AG(employeeSearchResultSet -> AF(viewPersonalInfo(i))),Pattern 6.1: Response - Globally
715,It is possible to show the location of the employee's office in the map view.,AF(showEmployeeOfficeLocationOnMap(i)),Pattern 2.1: Existence - Globally
716,It is possible to plan a route to the location of the employee's office.,AF(planRouteToEmployeeOffice(i)),Pattern 2.1: Existence - Globally
717,"When the Encyclopedia-app is started, the most searched items are shown on the title screen.",AG(encyclopediaAppStarted -> AF(mostSearchedItemsDisplayed)),Pattern 6.1: Response - Globally
718,When the Encyclopedia-app is started the most recent items are shown on the title screen.,AG(encyclopediaAppStarted -> AF(mostRecentItemsDisplayed)),Pattern 6.1: Response - Globally
719,It is possible to search the book by a certain word or phrase.,AF(searchBookByWord | searchBookByPhrase),Pattern 2.1: Existence - Globally
720,A search based on search by word or by phrase results in a displayed set of topics.,AG((searchByWord | searchByPhrase) -> AF(displayedTopics)),Pattern 6.1: Response - Globally
721,The user can select a topic from the search result list.,AF(selectTopic),Pattern 2.1: Existence - Globally
722,"By clicking on a topic, the full text regarding that topic is shown.",AG(clickTopic -> AF(showFullText)),Pattern 6.1: Response - Globally
723,"It is possible to ""like"" a certain topic.",AF(likeTopic),Pattern 2.1: Existence - Globally
724,"It is possible to ""tweet"" a certain topic.",AF(tweetTopic),Pattern 2.1: Existence - Globally
725,When the student handbook-app is started the most searched items are shown on the title screen.,AG(handbookAppStarted -> AF(mostSearchedItemsDisplayed)),Pattern 6.1: Response - Globally
726,When the Facebook-app is started the page of TU/e on Facebook is shown on the title screen.,AG(facebookAppStarted -> AF(TUEFacebookPageDisplayed)),Pattern 6.1: Response - Globally
727,Other TU/e related Facebook-sites can be selected from a list.,AF(selectTUEFacebookSite)),Pattern 2.1: Existence - Globally
728,The administrator can modify the list of TU/e related Facebook-sites.,AG(administrator -> AX(modifyTUEFacebookSiteList)),Pattern 6.1: Response - Globally
729,When the Twitter-app is started the page of TU/e on Twitter is shown on the title screen.,AG(twitterAppStarted -> AF(TUeTwitterPageShown)),Pattern 6.1: Response - Globally
730,Other TU/e related Twitter-sites can be selected from a list.,AF(selectTUeTwitterSite),Pattern 2.1: Existence - Globally
731,The administrator can modify the list of TU/e related Twitter-sites.,AG(administrator -> AX(modifyTUETwitterSiteList)),Pattern 6.1: Response - Globally
732,A user should be able to download the mobile application through either an application store or similar service on the mobile phone.,AF(downloadMobileApp),Pattern 2.1: Existence - Globally
733,The application should be free to download.,AG(freeDownload),Pattern 4.1: Universality - Globally
734," When a new/updated version or release of the software is released, the user should check for these manually. ",AG(newVersionReleased -> AF(userChecksManually)),Pattern 6.1: Response - Globally
735,The download of the new release should be done through the mobile phone in the same way as downloading the mobile application.,AG(newReleaseAvailable -> AF(downloadThroughPhone)),Pattern 6.1: Response - Globally
736,"Given that a user has downloaded the mobile application, then the user should be able to register through the mobile application. The user must provide user-name, password and e-mail address. The user can choose to provide a regularly used phone number.",AG(downloadedApp -> AF(registerWithApp & provideUsername & providePassword & provideEmail & (providePhoneNumber | !providePhoneNumber))),Pattern 6.1: Response - Globally
737,"Given that a user has registered, then the user should be able to log in to the mobile application.",AG(registered -> AF(logInToApp)),Pattern 6.1: Response - Globally
738,The log-in information will be stored on the phone and in the future the user should be logged in automatically.,AG(logInInfoStored -> AF(autoLogIn)),Pattern 6.1: Response - Globally
739,"Given that a user has registered, then the user should be able to retrieve his/her password by e-mail.",AG(userRegistered -> AF(retrievePasswordByEmail)),Pattern 6.1: Response - Globally
740,"Given that a user is logged in to the mobile application, then the first page that is shown should be the search page",AG(userLoggedIn -> AF(showSearchPage)),Pattern 6.1: Response - Globally
741,"The user should be able to search for a restaurant, according to several search options. The search options are Price, Destination, Restaurant type and Specific dish. There should also be a free text search option.",AF(performSearchByPrice) & AF(performSearchByDestination) & AF(performSearchByRestaurantType) & AF(performSearchBySpecificDish) & AF(performFreeTextSearch),Pattern 2.1: Existence - Globally
742,A user should be able to select multiple search options in one search.,AF(selectMultipleSearchOptions),Pattern 2.1: Existence - Globally
743,Search results can be viewed on a map.,AF(viewSearchResultsOnMap),Pattern 2.1: Existence - Globally
744,"On the map, the relevant and closest restaurants according to the user's position are shown.",AG(userPosition -> AF(relevantRestaurants & closestRestaurants)),Pattern 6.1: Response - Globally
745,A specific pin will represent a specific restaurant location.,AG(pin(i) -> AF(restaurant(j))) & (i = j),Pattern 6.1: Response - Globally
746,On each pin there should be an information link.,AG(pin(i) -> infoLink(i)),Pattern 4.1: Universality - Globally
747,There should be maximally 100 results displayed.,AG(resultsDisplayed(n) -> (n >= 0 & n <= 100)),Pattern 4.1: Universality - Globally
748,The map view should have a default zoom.,AG(mapView -> defaultZoom),Pattern 4.1: Universality - Globally
749,"The map view should include a button that, when selected, should display different filtering options in a filtering menu.",AG(mapView -> (button & (buttonSelected -> AF(filterMenuDisplayed)))),Pattern 4.1: Universality - Globally
750,Search result in a list view Search results can be viewed in a list.,AG(searchResults -> AF(listView)),Pattern 6.1: Response - Globally
751,Each element in the list represents a specific restaurant.,AG(listElement(i) -> AF(specificRestaurant(j))) & (i = j),Pattern 6.1: Response - Globally
752,"Each element should include the restaurant name, telephone number, type of food, distance according to the user's position, average price, a short two-line description, a link to the restaurant's web-page and an information link.",AG(element(i) -> (AF(restaurantName(i)) & AF(telephoneNumber(i)) & AF(typeOfFood(i)) & AF(distanceToUser(i)) & AF(averagePrice(i)) & AF(shortDescription(i)) & AF(webPageLink(i)) & AF(informationLink(i)))),Pattern 6.1: Response - Globally
753,"If the result contains more restaurants than what can be displayed on the screen at one time, the user should be able to scroll through them.",AG(moreRestaurantsThanDisplayable -> scrollable),Pattern 4.1: Universality - Globally
